inegi_id,restaurant_name,restaurant_capacity,street_name,ext_number,int_number,coord_long,coord_lat,city
14039722511004633001000000U9,RESTAURANT LA TABERNA DE LA VACA,11-30,MANUEL ACUÑA,2938,,-103.38897710,20.68496650,GDL
14039722212013671001000000U3,TORTAS AHOGADAS PEPES,6-10,MAGISTERIO,,,-103.34935842,20.69637944,GDL
14039722514033461000000000U4,TORTAS VINNY,0-5,JOSEFA ORTIZ DE DOMINGUEZ,132,,-103.33468063,20.67637295,GDL
14039722512003101000000000U6,MARISCOS MANE,0-5,5 DE FEBRERO,497,0,-103.33798092,20.65941173,GDL
14039722518009771000000000U7,COCINA ECONOMICA LA TIA,0-5,ESMERALDA,655,,-103.33807708,20.68589367,GDL
14039316991001721000000000U1,VENTA DE COMIDA,0-5,DIONISIO RODRIGUEZ,355,0,-103.33448276,20.67500083,GDL
14039461122010021000000000U0,LA DOÑA TAPATIA,6-10,VALLARTA,3300,,-103.39214729,20.67458372,GDL
14039722516004932000000000U4,WELDON,6-10,VALLARTA,3300,21,-103.39214729,20.67458372,GDL
14039722511020451000000000U6,ENSALADAS AL VAPOR GARBANZO DE A LIBRA,0-5,VALLARTA,3300,6,-103.39214729,20.67458372,GDL
14039722512003462000000000U2,QUESADILLAS LA QUEXA,0-5,VALLARTA,3300,20,-103.39214729,20.67458372,GDL
14039722511010051000000000M6,VENTA DECOMIDA EL RAMEN DE KOJI,11-30,VALLARTA,3300,,-103.39214729,20.67458372,GDL
14039722511010062000000000U3,RESTAURANTE IL TAVOLO,0-5,VALLARTA,3300,,-103.39214729,20.67458372,GDL
14039722517009862000000000U6,PIZZERIA BEER IN THE WOODS,6-10,VALLARTA,3300,23,-103.39214729,20.67458372,GDL
14039722514022391000000000U6,TACOS SHARYS,0-5,MATIAS ROMERO,0,,-103.34299774,20.65312902,GDL
14039722514031191000000000U9,TACOS EL AMIGO,0-5,FRAY DANIEL ITALIANO,1005,,-103.34337038,20.69234224,GDL
14039722512005361000000000U4,RESTAURANTE ISLA TORTUGA,0-5,RINCONADA DE LA FLORESTA,1173,,-103.38643958,20.65617961,GDL
14039722514016741000000000U0,TACOS LA TIENDITA,0-5,LEONA VICARIO,70,0,-103.33430123,20.67310922,GDL
14039722219037101000000000U8,EL SAZON DE TITA,0-5,INDUSTRIA,298,,-103.33497191,20.67848743,GDL
14039722514015771000000000U8,TACOS SIN NOMBRE,0-5,ESMERALDA,614,0,-103.33754606,20.68519092,GDL
14039722219040902000000000U4,FONDA SIN NOMBRE,0-5,CHICHARO,2671,0,-103.38502935,20.65442778,GDL
14039722219043202000000000U6,LA COCINA DE MIREYA,0-5,PROLONGACION DE LAS AMERICAS,1319,,-103.37420153,20.69790200,GDL
14039722514027983000000000S5,CRUJY S LONCHERIA,11-30,DIAGONAL GOLFO DE CORTES,3044,0,-103.39175616,20.67806905,GDL
14039722514010181000000000U5,TACOS PEPES,0-5,ABASCAL Y SOUZA,570,0,-103.33585002,20.68160439,GDL
14039722511008491000000000U8,HACHIKO,6-10,PROLONGACION DE LAS AMERICAS,1319,1319,-103.37421637,20.69793115,GDL
14039722516005431000000000U6,HAMBURGUESAS Y BEBIDAS,0-5,GENERAL SALAZAR,487,,-103.33678875,20.68385485,GDL
14039722517010781000000000U5,HAMBURGUESAS Y HOTDOG,0-5,ALAMEDA,0,,-103.33855495,20.68697807,GDL
14039812210009351000000000S3,LEONELS,0-5,NUEVO MUNDO,2381,,-103.37259609,20.64660920,GDL
14039311812011584000065271S4,RESTAURANTE CASEROL,31-50,TERRANOVA,657,,-103.38713183,20.68831240,GDL
14039722110004824000000000U5,I LATINA RESTAURANTE BAR,31-50,INGLATERRA,3128,,-103.39242552,20.67189675,GDL
14039722512005793000000000S8,ALTATA PLAYUKI,11-30,PROLONGACION DE LAS AMERICAS,1500,1,-103.37397360,20.69810302,GDL
14039722511001361000000000U0,FONDA MARY,0-5,MARIANO JIMENEZ,452,0,-103.33482655,20.67865591,GDL
14039722219037982001000000U1,RESTAURANTE BAR EL NUEVO ORGANITO,6-10,GENERAL SALAZAR,496,0,-103.33670672,20.68394644,GDL
14039722511017472000000000U7,RESTAURANTE LISANDRO,6-10,MILAN,2596,,-103.38086218,20.69451956,GDL
14039722511018941000000000U0,FONDA DOÑA VERO VENTA DE COMIDA,0-5,BEETHOVEN,238,,-103.39145321,20.67992751,GDL
14039722212012081000000000U6,DOÑA NENA,0-5,CARLOS PEREIRA,845,0,-103.34708402,20.69546909,GDL
14039722514013011000000000U1,VENTA DE TACOS DON BETO,0-5,CARLOS PEREIRA,845,0,-103.34708402,20.69546909,GDL
14039722514005201000000000U8,TACOS Y LONCHES AL PASTOR,0-5,INDEPENDENCIA NORTE,500,0,-103.33670598,20.68403686,GDL
14039722514034801000000000U0,TACOS AL VAPOR,0-5,INDEPENDENCIA NORTE,530,,-103.33670588,20.68404593,GDL
14039722514008561000000000U2,POBRECHITO CORAZON,0-5,JOSE ENCARNACION ROSAS,954,0,-103.34122687,20.69064668,GDL
14039722512005781000000000U3,PUERTO DORADO,0-5,8 DE JULIO,17,,-103.36221735,20.64503171,GDL
14039722518009091000000000U0,EL SARTEN,0-5,ABASCAL Y SOUZA,606,,-103.33586355,20.68219391,GDL
14039722514004191010000000U2,COCINA ECONOMICA DOÑA HERME,0-5,FRAY ANTONIO MARGIL DE JESUS,20,0,-103.33662601,20.68396679,GDL
14039722219024521000000000U2,RESTAURANTE CAFETERIA TALISMAN CAFE,0-5,MONTREAL,1295,0,-103.37937634,20.69559343,GDL
14039722517008881000000000U7,EL KIOSKO ARTESANAL,0-5,LEONA VICARIO,157,0,-103.33403831,20.67406323,GDL
14039541610007343000000000U1,IBAHUS MUNDO ADMINISTRACION DE RESTAURANTE,11-30,MAR CARIBE,1150,,-103.37173968,20.69895610,GDL
14039722512002934000000000U1,RESTAURANTE POLANCO,6-10,MEXICO,3005,,-103.39173315,20.67924310,GDL
14039722518001241000000000U9,LONCHES EL MANJAR,0-5,6 DE DICIEMBRE,332,0,-103.35620779,20.69934028,GDL
14039722514019001000000000S6,BODEGA AXILIAR DE TORTAS ROBERTS,0-5,ABASCAL Y SOUZA,619,0,-103.33594880,20.68260157,GDL
14039722518009671000000000U9,COMIDA DESAYUNO,0-5,INDEPENDENCIA NORTE,546,,-103.33668986,20.68426544,GDL
14039722513020871000000000U1,JK MENUDERIA,0-5,CLEMENTE AGUIRRE,95,,-103.33617486,20.68318345,GDL
14039722516000102001000000U8,SUB WAY,6-10,PABLO CASALS,564,0,-103.38937039,20.68528185,GDL
14039722511010391000000000U6,DESAYUNOS GALE,0-5,FRANCISCO SILVA ROMERO,27,0,-103.33396057,20.67093486,GDL
14039722219001931000000000U0,LONCHES Y JUGOS BARRERA,0-5,LEONA VICARIO,167,0,-103.33395343,20.67431776,GDL
14039722110003363001000000U5,LA CAS DEL WAFLE,11-30,PABLO CASALS,568,,-103.38938561,20.68532834,GDL
14039722517007611000000000U9,NINE MINUTES PIZZAS,6-10,GOBERNADOR LUIS G CURIEL,2104,0,-103.35313457,20.64657435,GDL
14039311993000301000000000S4,BODEGA,0-5,ROQUE ABARCA,521,,-103.33518707,20.68074864,GDL
14039722513019451000000000U5,VENTA DE MENUDO,0-5,ISLA CARTAGENA,2448,,-103.37514296,20.64720939,GDL
14039722219027571010000000U4,CENADURIA TACOS DON SERGIO,0-5,FEDERACION,349,0,-103.33479868,20.67950175,GDL
14039722513003381000000000U2,MENUDERIA,0-5,ISLA TRINIDAD,2465,0,-103.37635398,20.64773464,GDL
14039722518009811000000000U1,COCINA ECONOMICA SIN NOMBRE,0-5,FRANCISCO SILVA ROMERO,0,,-103.33834693,20.65785126,GDL
14039722514004221001000000M7,TACOS DE BARBACOA MARTIN,6-10,ROQUE ABARCA,525,0,-103.33518924,20.68081210,GDL
14039722517010131000000000M3,FUCKING WINGS,0-5,CLARIN,857,,-103.35487351,20.64598738,GDL
14039722513019271000000000U7,LONCHES Y TACOS CHUYITO,0-5,MAGISTERIO,0,,-103.34931413,20.69698814,GDL
14039722515005672011000000U7,RESTAURANTE BAR MIL CAGUAMAS,6-10,COLOMOS,2551,,-103.37940057,20.69582090,GDL
14039722514035291000000000U3,TACOS DON SERGIO,0-5,MARIANO JIMENEZ,503,,-103.33474609,20.67959947,GDL
14039722511005242000000000U8,RESTAURANT SOTO BISTRO,6-10,JOSE MARIA VIGIL,2854,0,-103.38498344,20.69141523,GDL
14039722513002671000000000U7,GORDITAS Y TACOS SIN NOMBRE,0-5,MAZATLAN,0,,-103.35527770,20.69932529,GDL
14039722514003641000000000U7,TACOS EL GALLO,6-10,MAZATLAN,0,0,-103.35527770,20.69932529,GDL
14039722513011411000000000U7,ANTOJITOS MONI,0-5,MAGISTERIO,0,0,-103.34930554,20.69710613,GDL
14039722514030631000000000U5,TACOS OSWALDO,0-5,VERDIN,1686,,-103.35470054,20.64589719,GDL
14039722511017242000000000U4,RESTAURANTE ENVIDA,6-10,DIAGONAL GOLFO DE CORTES,3049,,-103.39231288,20.67804816,GDL
14039722511017171000000000U5,RESTAURANTE ENVIDA,0-5,DIAGONAL GOLFO DE CORTES,3049,0,-103.39231288,20.67804816,GDL
14039722219010871000000000U7,CENADURIA BETTY,0-5,10,1737,0,-103.35127879,20.64706514,GDL
14039722517002333000000000U5,ANTICA VENECIA RESTAURANTE ITALIANO,11-30,JOSE MARIA VIGIL,989,,-103.38533001,20.69120433,GDL
14039722518008931000000000U8,BIONICOS MORA,0-5,PABLO GUTIERREZ,338,,-103.33479688,20.68029390,GDL
14039722511020121000000000U5,LA COCINA DE LIZ COMIDA CORRIDA,0-5,QUEBEC,2939,,-103.38873786,20.68690070,GDL
14039722514030421000000000U1,COMIDAS IRENE,0-5,MAR ROJO,0,0,-103.34981140,20.69742804,GDL
14039722513020361000000000U3,BIRRIA MAGALY,0-5,BRILLANTE,789,,-103.33920452,20.68885907,GDL
14039722513013331000000000U5,MENUDERIA SIN NOMBRE,0-5,10,1744,0,-103.35132927,20.64699054,GDL
14039722212008071000000000U3,COCINA ECONOMICA SIN NOMBRE,0-5,GABINO BARREDA,517,,-103.33517611,20.66353053,GDL
14039722511019751000000000U2,BODEGA SIN NOMBRE,0-5,MONACO,2635,,-103.38095422,20.69503579,GDL
14039722511014943000000000U0,RESTAURANTE GASTON,11-30,MONTREAL,1320,,-103.37903901,20.69628681,GDL
14039722511014761000000000U6,CASA GUAJILLO,0-5,CHICHARO,2772,,-103.38617780,20.65467605,GDL
14039722219045003021028082S6,MARISCOS EL MEMIN,0-5,PASEO DE LA ARBOLEDA,1300,,-103.38602539,20.65447105,GDL
14039722517007361000000000U1,LA PATA DE POLLO,0-5,REVOLUCION,784,0,-103.33429556,20.66613854,GDL
14039722511018363000000000U7,SANTO PECADO RESTAURANTE,11-30,MAR MEDITERRANEO,1109,,-103.37304210,20.69905323,GDL
14039722514024921000000000U8,TORTAS AHOGADAS,0-5,JOSE ENCARNACION ROSAS,1002,0,-103.34128306,20.69146255,GDL
14039722514010521000000000U2,PUESTO DE TORTAS AHOGADAS SIN NOMBRE,0-5,5,,,-103.35131144,20.64687233,GDL
14039722511015771000000000U4,LA PORTEÑA EMPANADAS ARGENTINAS,0-5,MANUEL ACUÑA,2944,0,-103.39017923,20.68467081,GDL
14039722212015021000000000U9,TORTAS AHOGADAS,0-5,CHURUBUSCO,68,1,-103.33346654,20.67257215,GDL
14039722517007243000000000U1,PIZZA LATE NAPOLES,11-30,RUBEN DARIO,1045,,-103.38465524,20.69214479,GDL
14039722518009541000000000U4,LAS PAELLAS DE MATOL COMIDA ESPAÑOLA,0-5,JOAQUIN ANGULO,3011,,-103.39129151,20.68226002,GDL
14039722511018391000000000U8,ESTACIONAMIENTO ANTICA VENESIA,0-5,POMPEYA,0,,-103.38594326,20.69084498,GDL
14039722513017351000000000U9,GORDITAS TERE,0-5,DIONISIO RODRIGUEZ,414,0,-103.33350793,20.67474081,GDL
14039722511019711000000000U6,LOS PLEBES SUSHI,0-5,RIVA PALACIO,172,,-103.33366647,20.66888623,GDL
14039722518009891000000000U3,COMIDA,0-5,MAR ROJO,1126,,-103.34950428,20.69750650,GDL
14039722513018481000000000U3,LONCHERIA ADRIAN,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722516002741000000000U1,OSO MAKI,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722219018821000000000U0,FONDA LA PAISA,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722511019931000000000U0,EL MESON DE INES,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722513020341000000000U5,NACHOS LONCHES Y ABARROTES,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722219020591000000000U9,ANTOJITOS MARY,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722511014811000000000U9,DESAYUNOS MARIO,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722212019331000000000U8,COMIDAS ADA ALICIA,6-10,CHURUBUSCO,80,144,-103.33340481,20.67277057,GDL
14039722513017911000000000U0,FONDA PRISCILA,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722518000761000000000U7,LA COCINA DE MARY,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722513017901000000000U1,RICO MENUDO,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722516003811000000000U1,POLLO FRESCO,0-5,CHURUBUSCO,80,,-103.33340481,20.67277057,GDL
14039722519004171010000000U3,LONCHERIA LA ESQUINA,0-5,JUAN JOSE BAZ,952,0,-103.34044245,20.69071678,GDL
14039722514020981000000000U6,PUESTO DE TACOSSIN NOMBRE,0-5,5,0,0,-103.35121570,20.64680283,GDL
14039722514002061000000000U9,TACOS DE CANASTA,0-5,6 DE DICIEMBRE,0,0,-103.35634535,20.69994603,GDL
14039722511016231000000000S8,BODEGA AUXILIAR DEL RESTAURANTE LA LOTERIA,0-5,REYES CATOLICOS,2107,,-103.37824405,20.64815613,GDL
14039722511011551000000000U4,NUTRUTIF,0-5,MAR CASPIO,1543,0,-103.36319696,20.70075965,GDL
14039722219000661000000000U4,LONCHERIA LEO,0-5,JAIME NUNO,1551,,-103.36283065,20.70076166,GDL
14039722511014022000000000S3,MANPUKU,6-10,JUSTO SIERRA,3059,,-103.39295007,20.67672794,GDL
14039722517001651000000000U1,AMBURGUESAS EL CHINO,0-5,5,0,0,-103.35182011,20.64647117,GDL
14039722514015681000000000U9,TACOS TRIPITAS DON RAMON SUCURSAL,0-5,MANUEL AVILA CAMACHO,1338,0,-103.35539164,20.69986412,GDL
14039722517006261000000000U4,PIZZAS PINO AND BUSH,0-5,MANUEL ACUÑA,2975,,-103.39062885,20.68435691,GDL
14039722514034971000000000U1,TAQUERIA,0-5,REVOLUCION,809,,-103.33397708,20.66617839,GDL
14039722219043552000000000U4,TORTAS ENRIQUES,0-5,GIGANTES,534,0,-103.33323074,20.67120970,GDL
14039722514032273000000000U4,TORTAS AHOGADAS ENRIQUES,11-30,GIGANTES,534,0,-103.33323074,20.67120970,GDL
14039722511015613000000000U8,RESTAURANTE BORCA,11-30,MEXICO,3040,100,-103.39246786,20.67950038,GDL
14039722511017933000000000U8,RESTAURANT BARBARELLA,11-30,MEXICO,3040,1,-103.39246786,20.67950038,GDL
14039722511017922000000000U1,KIIRO SUSHI BAR RESTAURANT COMIDA JAPONESA,6-10,MEXICO,3040,101,-103.39246797,20.67950106,GDL
14039722513020691000000000U3,MENUDERIA BANDERAS,0-5,REYES CATOLICOS,2102,,-103.37792929,20.64779745,GDL
14039722514024401000000000U1,LONCHES FERCHO,0-5,MANUEL ACUÑA,2972,0,-103.39055450,20.68465222,GDL
14039722514033471000000000U3,TORTA AHOGADAS HEROES,0-5,MANUEL ACUÑA,2980,,-103.39056413,20.68465234,GDL
14039722514032451000000000U6,LA CHIRIPA,0-5,MARIANO JIMENEZ,615,,-103.33461180,20.68133403,GDL
14039722511006343001000000U3,RESTAURANTE LA MAR,31-50,TERRANOVA,726,,-103.38678644,20.69034747,GDL
14039722110001891000000000U7,LA RANCHERA,0-5,BEETHOVEN,363,0,-103.39174888,20.68196590,GDL
14039722514021011000000000U1,TACOS DE BARBACOA TACOS JUAN,6-10,MANUEL ACUÑA,2984,0,-103.39058342,20.68465258,GDL
14039722514013501000000000U1,VENTA DE TACOS DE OLLITA,0-5,LEONA VICARIO,288,0,-103.33334158,20.67599170,GDL
14039722512003741000000000U9,MARISCOS MARCIAL,0-5,COYUL,0,,-103.38270890,20.65082345,GDL
14039722110003023000000000U5,TACOS PROVIDENCIA,6-10,JUSTO SIERRA,3084,0,-103.39312461,20.67682257,GDL
14039722219034401000000000U5,TACOS FREDY,0-5,JAZMIN,0,,-103.34197411,20.65243853,GDL
14039722514024511000000000U7,TAQUERIA ACA LOS TACOS KATY,0-5,MANUEL ACUÑA,2977,0,-103.39076373,20.68435373,GDL
14039722511003061000000000U4,FONDA NOELY,0-5,REVOLUCION,821,,-103.33388160,20.66609587,GDL
14039722514023711000000000U4,CENADURIA,0-5,ISLA TRINIDAD,2512,0,-103.37692801,20.64719534,GDL
14039722513021321000000000U6,BARBACOA,0-5,SILVESTRE REVUELTAS,457,,-103.34062262,20.69136003,GDL
14039722514014051000000000U6,LONCHERIA BETTY,0-5,ENRIQUE DIAZ DE LEON NORTE,1321,0,-103.35782135,20.70053186,GDL
14039722511017731000000000U6,BOB BIRRAS,0-5,INDEPENDENCIA NORTE,503,,-103.33639244,20.68554623,GDL
14039722219039642011000000M9,TACOS TRIPITAS DON RAMON,6-10,CHIAPAS,1538,0,-103.35566914,20.70009758,GDL
14039722219041792001000000U8,RESTAURANTE EL RUISEÑOR,6-10,PASEO DE LA ARBOLEDA,1302,0,-103.38611535,20.65388705,GDL
14039722511019551000000000U6,BODEGA RESTAURANTE PUZZERIA ANTICA VENESIA,0-5,POMPEYA,0,,-103.38640676,20.69092241,GDL
14039722518009081000000000U1,COCINA ECONOMICA,0-5,CHURUBUSCO,181,,-103.33307630,20.67410842,GDL
14039722219044022001000000U7,TACOS DE BARBACOA LOS GUEROS,11-30,TUBEROSA,555,0,-103.33818621,20.65665801,GDL
14039722511015982000000000U7,SUSHI OCCIDENTAL RESTAURANTE DE COMIDA ORIENTAL,6-10,GARIBALDI,3034,,-103.39195080,20.68169224,GDL
14039722514035621000000000U1,LAAHOGADITA DE PENSIONES,0-5,ZACATECAS,1139,0,-103.35027378,20.69827950,GDL
14039722110004513000000000U4,MARISCOS EL CARNAL,6-10,ADOLFO LOPEZ MATEOS SUR,805,,-103.39269106,20.66574420,GDL
14039722511018531000000000U9,UNIDAD ECONOMICA,0-5,CHURUBUSCO,185,,-103.33305833,20.67417225,GDL
14039722514034551000000000U1,LONCHERIA PINGUINO,0-5,HEROE DE NACOZARI,1670,0,-103.35316366,20.64569203,GDL
14039722219016261000000000U5,FONDA LAS GORDITAS,0-5,TECOLOTE,872,0,-103.35554940,20.64499728,GDL
14039722212032341000000000U0,CUESTIONARIO BASURA,0-5,TUBEROSA,556,0,-103.33823224,20.65654218,GDL
14039722514022681000000000U0,MARISCOS TIO MIKE,0-5,HEROE DE NACOZARI,1670,0,-103.35317193,20.64567334,GDL
14039722511012372000000000U4,RESTAURANTE CON SERVICIO DE PREPARACIÓN DE ALIMENTOS A LA CARTA O DE COMIDA CORRIDA SIN NOMBRE,0-5,TRIGO,0,,-103.38463526,20.65228640,GDL
14039722518006851000000000U0,EL SAZON DE MAMA SABY,0-5,ZACATECAS,1149,0,-103.35015829,20.69828442,GDL
14039722219044092000000000U0,RICO MENUDO MELI,0-5,INDEPENDENCIA NORTE,503,0,-103.33633382,20.68565469,GDL
14039722511018132000000000U6,CANITAS LA MEZCA,6-10,REYES CATOLICOS,1867,0,-103.37787082,20.64751786,GDL
14039722511005704000000000U7,RESTAURANTE SEIS 40 BISTRO,6-10,QUEBEC,631,,-103.38892004,20.68785163,GDL
14039722514033922000000000U5,TORTAS Y TACOS EL GUERO,6-10,PABLO CASALS,604,0,-103.38977655,20.68650300,GDL
14039722514034531000000000U3,TAQUERIA LA PIG Y COW,0-5,RUBEN DARIO,1130,,-103.38399361,20.69345697,GDL
14039722512000581000000000U2,BALLENITAS PROVIDENCIA,6-10,RUBEN DARIO,1130,0,-103.38399361,20.69345697,GDL
14039722514037561000000000U7,TAQUERIA IL VAPORE TACO,0-5,RUBEN DARIO,1130,0,-103.38399302,20.69345882,GDL
14039722110003763001000000U6,LA MAR BODEGA,0-5,TERRANOVA,978,,-103.38671353,20.69075634,GDL
14039722516002531000000000S6,PICAÑAS HAMBURGUESADA VENTA DE HAMBUERGUESAS,11-30,RUBEN DARIO,1130,0,-103.38398484,20.69348442,GDL
14039722511015721000000000U9,KARBON AJO Y HABANERO,0-5,INGLATERRA,3174,0,-103.39369482,20.67237086,GDL
14039722511016892000000000U7,YAKIMEXIC,6-10,PASEO DE LA ARBOLEDA,1314,,-103.38614742,20.65367890,GDL
14039722513019441000000000U6,LONCHES GEMA,0-5,JUAN PALOMAR Y ARIAS,126,0,-103.39331617,20.67710760,GDL
14039722514000541000000000S2,TORTAS AHOGADAS MISTER ZURDO,0-5,CLARIN,783,0,-103.35344572,20.64546500,GDL
14039722513019972000000000U0,RESTAURANTE MOLINELLA PASTA ARTESANAL,6-10,MANUEL ACUÑA,2995,,-103.39101438,20.68434779,GDL
14039722412007661000000000U8,RESTAURANTE BAR VANCOUVER WINGS PRVIDENCIA,0-5,MANUEL ACUÑA,2995,31,-103.39101438,20.68434779,GDL
14039722511015251000000000U7,RESTAURANT CRAFT TO GO,0-5,MANUEL ACUÑA,2995,,-103.39101438,20.68434779,GDL
14039722518001951000000000U3,FONDA,0-5,8 A,1799,,-103.35027174,20.64664820,GDL
14039722513020291000000000U2,TAQUERIA,0-5,PADRE KINO,1091,0,-103.34170826,20.69281974,GDL
14039722514036621000000000U0,IVANKA LONCHES DE PIERNA ESTILO JALISCO,0-5,CALZADA DEL FEDERALISMO NORTE,1643,,-103.35503831,20.70018450,GDL
14039722512002431000000000U8,MARISCOS CAPITAN PIRATA,0-5,MONTE DE LAS ANIMAS,689,0,-103.33667071,20.68657697,GDL
14039722514020771000000000U1,TAQUERIA SIN NOMBRE,0-5,JOSE MARIA COSS,1502,0,-103.35234986,20.69937297,GDL
14039722511001611000000000U8,DESAYUNOS Y COMIDAS FLOR,0-5,TRIGO,0,0,-103.38465904,20.65203196,GDL
14039722110004323001000000S8,RESTAURANTE TOYO,0-5,CONDOMINIO SAN FRANCISCO,730,,-103.39332610,20.66706238,GDL
14039722517004211000000000U1,POLLOS BENJA,0-5,CALZADA DEL FEDERALISMO NORTE,1648,,-103.35463520,20.70018820,GDL
14039722212025371000000000U6,AHOGADAS CHARLIE LUCKY,0-5,CONDOMINIO SAN FRANCISCO,760,,-103.39335211,20.66702084,GDL
14039722110001131000000000U8,FONDA EDITH,0-5,TECOLOTE,848,0,-103.35500663,20.64479679,GDL
14039722514024811000000000U1,TAQUERIA JOSE E HIJOS,6-10,TAMAULIPAS,0,,-103.35653463,20.70068361,GDL
14039722219012761000000000U8,LONCHERIA,0-5,JOSE JUAN TABLADA,1296,0,-103.34658684,20.69673902,GDL
14039722511007001000000000U6,CENADURIA YOLI,0-5,FORMOSA,1792,0,-103.36256686,20.70139230,GDL
14039722513020682000000000U2,LA CASA DEL TACO,6-10,VALLARTA,0,,-103.39388833,20.67423662,GDL
14039722219039262000000000U6,FONDA EL COMALITO,6-10,MANUEL DOBLADO,65,0,-103.33262194,20.67246930,GDL
14039722514009971000000000U2,TAQUERIA EL PAISA,6-10,TRIGO,1413,1,-103.38438884,20.65160836,GDL
14039722513014181000000000U3,LA CASA DE LAS CARNITAS Y MENUDO,0-5,IGNACIO RAMIREZ,1504,0,-103.36272749,20.70144041,GDL
14039722516003571000018998S1,LITTLE CAESARS AV MEXICO,0-5,JUAN PALOMAR Y ARIAS,172,,-103.39331477,20.67859858,GDL
14039722513021661000000000U5,BIRRIERRIA DON GOYO,0-5,Tecolote,840,0,-103.35487624,20.64475197,GDL
14039722518009232000000000U0,PRONTO FOODS,6-10,JUAN DIAZ COVARRUBIAS,465,,-103.33336746,20.67914041,GDL
14039722514006311000000000U4,TORTAS DON LUIS,0-5,LAZARO CARDENAS,1,0,-103.39280283,20.66442382,GDL
14039722518000241000000000U0,FONDA LA CASITA,11-30,FRANCISCO SILVA ROMERO,968,0,-103.33889888,20.65492616,GDL
14039722212012281000000000U2,TACOS TACOS Y MAS TACOS,0-5,GOYA,551,0,-103.39114901,20.68484686,GDL
14039722514025271000000000U7,LONCHES JUGOS Y FRUTAS MIRIAM,0-5,ISLA TORTUGA,2707,0,-103.37768884,20.64693582,GDL
14039722517004701000000000U1,HAMBURGUESAS LOS CHATITOS,0-5,JOSEFA ORTIZ DE DOMINGUEZ,242,,-103.33271165,20.67608084,GDL
14039722513019331000000000U9,LONCHERIA,0-5,TORRES QUINTERO,396,0,-103.33915006,20.69059970,GDL
14039722514030911000000000U1,TACOS CHARO,0-5,ISLA BERMUDAS,2526,0,-103.37566845,20.64594296,GDL
14039722514018671000000000U7,TACOS BETY,0-5,TENERIAS,318,0,-103.33794103,20.68920232,GDL
14039722511016851000000000U3,LA TORTA,0-5,MAR CASPIO,2013,0,-103.36750870,20.70137726,GDL
14039722517001722000000000U0,NINE MINUTES PIZZA,6-10,CALZADA DEL FEDERALISMO NORTE,1664,,-103.35462853,20.70048767,GDL
14039722513020923000000000S0,LA ESTANCIA MENUDERIA Y CENADURIA BAR,11-30,TERRANOVA,991,,-103.38688524,20.69137012,GDL
14039722219004201001000000U5,MARISCOS TEHUA,6-10,PASEO DE LOS FILOSOFOS,1175,0,-103.34336092,20.69484510,GDL
14039722514018441000000000U5,TACOS SILVIA,0-5,GABRIELA MISTRAL,343,0,-103.33833237,20.68980808,GDL
14039722514023841000000000U9,TACOS DE BARBACOA CHARLY,0-5,BARTOLOME DE LAS CASAS,718,,-103.33437442,20.66207537,GDL
14039722516005351000000000U6,HAMBURGUESAS ESTILO SINALOA,0-5,ISLA ESPAÑOLA,2512,,-103.37487595,20.64548936,GDL
14039722212029511001000000U3,TORTAS CAMANEY,6-10,TRIGO,0,0,-103.38470242,20.65145077,GDL
14039722513016811000000000U3,BIRRIERIA CADA QUIEN SU BIRRIA,0-5,MANUEL AVILA CAMACHO,1500,0,-103.35745362,20.70121953,GDL
14039722514020211000000000U8,TORTAS AHOGADAS PRIS,0-5,MARTIN ALONSO,1499,,-103.37135540,20.64436840,GDL
14039722511017301000000000U8,MENYS SPORT BAR,0-5,MARTIN ALONSO,1499,,-103.37135540,20.64436840,GDL
14039722518002641000000000U9,COCINA ECONOMICA LA UNICA,0-5,GABINO BARREDA,839,0,-103.33679871,20.65736572,GDL
14039722513019931000000000U6,VENTA DE NIEVES,0-5,SILVESTRE REVUELTAS,418,,-103.33966972,20.69148997,GDL
14039722518008441000000000U8,MARISCOS YAHUALICA,0-5,CHICALOTE,0,0,-103.38481823,20.65152849,GDL
14039722514034391000000000U2,TACOS TORRES,0-5,GABINO BARREDA,868,,-103.33698249,20.65707465,GDL
14039722511019271000000000U1,FONDA GLORIA,0-5,JOSE JUAN TABLADA,1323,,-103.34664318,20.69721057,GDL
14039722511004334001000000U4,RESTAURANTE SHAM OUT OF THIS WORLD BURGERS,6-10,TERRANOVA,1044,0,-103.38647396,20.69201003,GDL
14039722511008281000000000U3,COMIDA ECONOMICA,0-5,GONZALO CURIEL,437,0,-103.34026523,20.69224383,GDL
14039722513016351000000000U0,MENUDERIA LORENA,0-5,SILVESTRE REVUELTAS,412,,-103.33954428,20.69149573,GDL
